rvi1,rvi2,rvi3,rvi4,rvi5,rvi6,rvi7,rvi8,rvi9,rvi10,rvi11,rvi12,rvi13,rvi14,rvi15,rvi16,rvi17,rvi18,rvi19
0.49317378,0.8600721,0.6236568,0.5522869,0.10548836,0.19621304,0.10764662,0.1616957,0.54203326,0.98607117,1.3260131,1.0563896,0.9126531,1.0675424,1.316655,1.0945028,0.7972927,0.63499814,0.7509939670562744
0.3303159,0.3537624,0.26651374,0.27015623,0.50101364,0.3695349,0.7269263,0.12615144,0.5927103,0.8429872,1.2158382,0.85885936,1.1508425,0.8928616,0.96978575,0.95369244,1.0912,0.5714336,0.7078688144683838
0.66529644,0.80399144,0.5750244,0.6437944,0.5266425,0.48335838,0.92203534,0.4738503,0.63980156,0.6279118,1.0679227,0.8873625,0.7196065,0.848157,0.68297035,0.71417075,0.73945516,0.46138787,0.8704342842102051
0.2662925,0.48448962,0.40682957,0.3769363,0.6861357,0.777721,0.8380156,0.87174636,0.7312728,1.114824,1.1045606,1.0120724,0.6635203,0.28993762,0.5598221,0.834359,0.79214174,0.29018673,0.883723795413971
0.77309716,0.49655002,0.8930546,0.8919229,0.74605376,0.82102585,0.85104054,1.199342,0.8358305,0.9961909,1.2312007,1.0803918,0.37839985,0.7200951,0.7057164,0.98409057,0.867671,0.6756893,1.1071528196334839
0.422789,0.8328615,0.9099589,0.9400125,0.13160463,0.15127544,0.60114354,0.5164808,0.80937743,1.2485338,1.1143156,0.91377205,1.0414927,0.8135333,0.93347144,1.0127268,1.0368729,0.95495266,1.124017357826233
0.8302831,0.7753003,0.861167,1.0742638,0.09422496,0.1394037,0.48159006,0.52255994,1.0742788,0.49812073,0.42139882,0.91400594,0.9613025,0.7055775,0.7944058,0.95158345,0.89035434,0.900422,0.9623197913169861
0.7463971,0.603464,0.59235054,0.7904744,0.78184325,0.89054126,0.64166266,0.54169816,0.9314854,0.7838422,0.76697415,0.8145801,0.7741804,0.7012057,0.75815785,0.65692693,0.75706595,0.51181656,0.6163709759712219
0.24333902,0.9118835,0.26481244,0.36414337,0.6519134,0.7774123,0.9067521,0.83999294,1.1743478,0.9965063,1.313366,0.8111885,1.1967326,1.1438321,0.6363421,0.65297997,0.45214194,0.351834,0.40364086627960205
0.47331512,0.45844528,0.37443158,0.22688644,0.39106297,0.35046753,0.5339856,0.42013094,0.547338,0.47012496,0.6423701,0.57733583,0.7055074,0.5996364,0.45165056,0.885458,0.57485414,0.86549354,0.5322451591491699
0.40531948,0.19573449,0.16103004,0.17067055,0.45580596,0.41814184,0.7963255,0.2554233,0.86466104,0.8941807,0.46063396,1.1303365,1.1705618,0.9070395,0.9289777,1.1039643,1.2031,0.7013467,0.6556066274642944
0.31808615,0.52835333,0.08208372,0.100732215,0.8064155,0.5391505,0.66668683,0.44301435,1.1181906,1.1229887,0.9686172,0.66516083,1.4512659,1.0662069,1.3649769,0.9186419,0.73778385,0.7676401,1.1326481103897095
0.30783594,0.4439782,0.11034603,0.18118034,0.70429766,0.764307,0.20921764,0.17203097,1.2775834,1.0269318,1.0587478,0.9151967,0.97773564,1.1371062,1.102412,0.7765678,0.855245,0.39257395,0.3646897077560425
0.5175197,0.48511887,1.1458812,1.2076924,0.5867563,0.662616,0.87290865,1.2075194,0.8229055,0.98708373,1.3190607,1.0937948,0.8880945,0.5843221,0.74763083,0.6095423,1.0921416,0.30350313,0.3612942397594452
0.45161572,0.26857784,0.7704106,0.97714674,0.6125168,0.6223066,0.8057346,0.9678806,0.82059115,1.011627,1.1281111,1.0251102,1.0335981,1.0628991,0.5866361,0.39911202,1.0258709,0.9111022,0.9081449508666992
0.26230362,0.20401971,1.0504199,1.1323855,1.0524946,0.9345298,0.9993928,1.2253137,0.72927785,1.036235,1.1888415,1.0066528,0.79347754,1.2405086,0.99895513,0.41203234,0.68547666,0.28556383,0.387614369392395
0.88553673,1.1480247,0.6397169,0.9881937,0.729367,1.2231287,0.7210591,0.7872497,0.61520225,1.2125599,0.57062835,0.59907365,0.35801908,0.33240715,0.25684956,0.10535071,0.16596518,0.25586924,0.20329801738262177
0.27302378,0.39335045,0.14924146,0.40131912,1.0289729,1.0924207,1.1646316,1.1453865,0.9489487,0.85621023,0.93395007,0.81153816,1.0283519,0.9966063,1.0345318,0.709997,0.7085626,0.461995,0.9019920825958252
0.47813535,0.16720487,0.11655431,0.17399594,0.17286234,0.2102505,0.79737175,0.63287026,1.0485984,1.3408921,1.2681849,1.1831471,1.3980036,0.8937385,0.88560045,0.6836041,0.68797505,0.629108,1.1146694421768188
0.35699314,0.32705554,0.8699124,0.8801282,0.65845144,0.96214265,0.9496014,1.0251776,0.7784211,1.040481,1.0008346,0.8536096,1.09608,0.8203087,0.9949567,0.33890808,0.6911838,0.3538474,0.49798569083213806
0.642976,0.55838454,0.6233956,1.02457,0.9558468,0.93990546,0.7154747,1.0984092,0.71653056,0.84404635,1.2974234,1.3047638,0.85838795,1.11759,0.6087066,0.5032396,0.19913848,0.2789503,0.44810816645622253
0.537394,0.89686817,0.29027337,0.6648166,0.54264015,0.52777934,0.66455007,0.6495414,1.0017663,1.0241673,1.1388768,1.0627685,1.164293,1.2504028,1.1555141,0.750895,0.52214175,0.21983664,0.38488534092903137
0.48328614,0.4093952,0.17461371,0.23041815,0.95128536,0.97920686,0.92193526,0.6880796,1.018131,0.9300744,0.7562121,1.0787326,0.9701681,1.0752809,0.9566571,0.7061431,1.1283027,0.44801477,0.5981654524803162
0.46313623,0.8188204,0.06572466,0.24925937,0.6139552,0.7948761,0.6804318,0.6090589,0.7321987,0.80181,1.0718378,0.7828635,0.95000565,0.74011326,0.9366197,1.0486497,0.79993784,0.55709034,0.6042213439941406
0.47184646,0.71141535,0.33014324,0.22204399,0.80275774,0.45979893,1.2732953,0.96745807,1.1351938,0.87614995,0.9398591,0.80223274,1.0054483,0.9656734,1.0876616,0.7039611,0.8422385,0.74449635,0.4647896885871887
0.23945118,0.20280272,0.1958701,0.17189984,1.3260051,0.9967484,0.91640824,0.92112505,1.0346422,1.1019197,1.0908662,0.94876146,0.76277876,0.88032234,0.68376434,0.68403864,0.83905333,0.5492063,0.6181939840316772
0.20556569,0.26106164,0.7062162,0.35653356,1.0245297,0.9086753,1.1038014,0.8358578,1.1115986,1.0390121,1.2784173,1.0451629,0.90938705,1.2562215,0.8275512,0.69168615,0.6784566,0.5145404,0.4126451909542084
0.1621877,0.18681078,0.65920573,0.53963417,0.80514127,0.71327853,1.1471629,0.77162963,0.83172095,1.0910908,0.7222787,1.2095789,0.9595951,0.9115025,0.8405609,0.8449359,0.83766425,0.44613305,0.40110450983047485
0.11486745,0.24001445,0.9493387,0.80685085,0.8895152,0.6658299,0.838856,0.98017865,0.66885746,0.86647177,1.1239649,1.0569594,0.7331198,0.9680767,0.6605171,0.446924,0.5846669,0.20823307,0.3371400833129883
0.62920886,0.41094914,0.7591329,1.0075048,0.87644774,1.1100696,0.7319891,0.94440955,0.8809202,0.76792675,1.3957659,0.9087074,0.73984504,0.4192525,0.6001487,0.51623034,0.84976554,0.12288529,0.224832683801651
0.2297967,0.3897413,0.26869166,0.16619736,0.84611076,1.098566,1.0726514,1.252075,1.1553742,1.0306523,0.79490596,0.5266905,1.2047226,0.64324886,0.6490848,0.8933831,0.5533819,0.3646752,0.35609033703804016
0.33705407,0.29830116,0.9187843,1.2283505,0.93773323,1.3214674,1.0778989,1.1523659,0.96776867,1.3065639,1.3796241,1.0435042,0.59198946,0.5615506,0.52865076,0.2755478,0.3631728,0.19120915,0.2572407126426697
0.2743808,0.17645788,0.21793242,0.29817778,0.8255692,0.64807343,1.1346791,1.114195,1.0806876,0.8112153,0.9501162,0.7607039,1.1427716,0.8613642,1.1252915,0.9066003,0.40205538,0.46418393,0.432226300239563
0.44579703,0.7025817,0.5095028,0.37749717,0.82599956,0.8746378,1.1177367,1.3003166,1.247552,1.0267185,1.2140447,0.90607166,1.1956059,0.8908255,1.0232463,0.5524369,0.6745844,0.36482424,0.3079644441604614
0.31589267,0.20224266,0.6060064,0.21889876,0.7419128,0.7095508,0.8304925,0.68972784,1.2821532,0.96172726,1.0644788,0.71533334,1.092885,0.9565335,0.8731712,0.7809891,0.5313119,0.33250323,0.7298942804336548
0.43164843,0.6423448,0.2714486,0.41217217,0.71656156,0.6032658,0.98617244,1.1550975,1.154863,0.8644231,1.2195287,1.0619099,1.3524679,0.8777573,1.2624472,0.46676508,0.7178266,0.45581746,0.595241129398346
0.50660425,0.4371055,0.6605287,0.646475,0.17263985,0.17832994,0.8582256,0.87466055,0.6273666,0.87100774,0.85699266,0.76448584,0.78623205,0.8822074,1.0569308,0.9600409,1.0591954,0.7950483,0.8289534449577332
0.34159175,0.23171298,0.35923445,0.4408827,0.23763421,0.20303042,0.8257871,1.0088629,0.8493804,1.0526134,1.427651,1.1504085,1.1430875,1.0755565,0.9298569,1.163224,1.2203387,0.52570283,0.32435542345046997
0.24696986,0.5025824,0.41635472,0.43641275,0.89242953,0.51047844,0.45230985,0.4623434,0.83195895,0.75398123,0.58339024,0.7883227,0.8609568,0.9352198,0.8830964,0.5335895,0.5065465,0.44651136,0.6715164184570312
0.3040789,0.39951724,0.17162646,0.24960293,0.8021024,0.44991452,0.78111696,0.7293508,0.8584369,0.721137,0.9690065,0.84671247,1.0590969,0.87560374,0.9949105,0.57767844,0.4383469,0.55571663,0.9023869633674622
0.31289557,0.43614116,0.11959805,0.17042607,0.30669346,0.36569703,0.67955035,0.67827326,0.8724304,0.88805795,1.0347879,0.76844484,1.1603818,0.8872134,1.2231745,0.5433438,0.56576717,0.3920803,0.9310187101364136
0.31558543,0.48460153,0.20984268,0.16809624,0.37263846,0.43682042,0.5326284,0.46847785,0.8396069,0.8397493,0.96066827,0.9591853,1.1585107,0.8425947,0.8779177,0.732637,0.5225392,0.66321796,1.0146830081939697
0.5422001,0.45030546,0.44401625,0.7674472,0.80889344,0.8567821,0.7539985,0.48705903,0.7486116,0.8411962,0.7849897,1.1044077,1.0086145,0.92069197,1.1156505,0.7243306,0.64937156,0.6965106,0.7890939116477966
0.30861008,0.58480424,0.053951476,0.44418287,0.7240672,0.7529436,1.1397207,0.86209494,1.0133468,0.64436346,0.9675535,0.6499407,1.3009484,1.1363374,1.1001483,0.6957101,1.1032016,0.5749325,1.0924056768417358
0.693549,0.7577617,1.0871038,0.852377,0.7473803,1.0176346,0.85750383,0.9615287,0.9549929,1.2512608,0.85636777,0.46266624,0.6586056,0.4791653,0.5033041,0.84961903,0.1929233,0.2170033,
0.22870827,0.18049765,1.1739067,0.70269805,1.1601135,1.2246948,1.2443428,1.3298298,1.2818093,1.2386123,1.3250037,0.89024264,0.8049325,0.7100676,0.29512775,0.5339213,0.23622032,0.09410782,
0.22779745,0.24047004,0.836014,0.7591027,0.7598362,1.0036623,0.93983555,0.918856,0.9375796,0.92506087,0.856123,0.38585913,0.9564765,0.8790616,0.56961083,0.9228133,0.16959661,0.3176214,
0.5129806,0.62235373,1.0213356,0.6059949,0.95652616,1.067442,0.9020963,1.1060724,0.91629344,0.94212896,0.92922723,0.578022,0.73703825,0.41300827,0.25456113,0.4625147,0.29165518,0.18605033,
0.19386639,0.13085614,1.0575372,1.0991826,1.2180277,1.0032167,1.0813233,1.3309641,1.1080879,0.83847475,0.83874935,0.77038187,0.8046849,1.0285947,0.60713905,0.27959397,0.30627394,0.32304287,
0.49836716,0.5627572,0.93501383,0.9412871,1.1154344,1.1865032,1.1136124,1.0820575,1.2283723,1.1682427,0.9680123,0.95540583,1.0288517,0.43580455,0.63175005,0.27153012,0.46674109,0.23305313,
0.14014691,0.22225595,0.91407585,0.7869673,0.7997295,0.8346247,1.3522018,0.9839197,1.0447221,0.9643126,1.0692236,0.8991661,1.009181,0.9614242,0.502306,0.3151723,0.51792204,0.31288734,
0.4918347,0.44311085,1.177171,0.81152445,1.1416935,1.0359001,0.8969742,1.1029627,1.0086737,0.92622584,1.0480089,0.6909415,0.71487397,0.7262823,0.49975923,0.8102741,0.4354774,0.25427222,
0.7176793,0.48564133,0.9625516,0.7621507,1.171052,0.9596691,1.0262785,1.0566558,0.8930993,1.1953745,0.9715044,0.627546,0.9553599,0.943446,0.88441634,0.44151655,0.25371483,0.22081049,
0.2673518,0.2251368,0.9462319,0.8428196,1.1538217,1.0197784,0.9684795,1.2099586,0.7903252,1.1223154,0.7539009,0.65167844,1.0196553,0.52424335,0.34571418,0.6149233,0.53202254,0.8383598,
0.064735495,0.15188193,0.864171,0.4372272,1.2694911,1.0034056,0.9345,1.0514241,1.1449094,0.8004076,0.8588557,0.9602818,0.31099936,0.56362593,0.7182577,0.7131083,0.2900223,0.3781392,
0.9574368,0.5474795,0.60841185,0.6489529,1.0990053,0.84096175,1.136684,1.0823308,0.8303264,1.2757859,0.9278798,0.70904225,0.4763204,0.23903754,0.24134775,0.22280227,0.4873672,0.4028909,
0.8292909,0.4616057,0.80041873,0.8095656,0.9688121,0.83011746,0.8060453,0.82394505,1.2399555,0.8766025,0.9451074,0.5041536,0.76858366,0.5708239,0.56323695,0.297058,0.12348636,0.13529328,
0.6079971,0.5502211,0.96543276,0.9295028,0.86050886,0.72416955,0.9450671,1.1582756,1.0392188,0.8455919,0.97016436,1.1053824,0.7236783,0.68436766,0.8782618,0.5323835,0.13947597,0.100917384,
0.39650124,0.39919323,0.99488956,0.63570607,1.0969768,1.1414902,0.7809987,1.150215,0.7917,0.674756,1.1707809,1.1403477,0.96195143,0.7618974,1.0465533,0.3722877,0.40481836,0.51162535,
0.26964867,0.40546128,0.8651265,0.88903373,1.1654246,1.090988,1.2565807,1.2211622,1.0012276,0.9758519,0.7429667,0.39927524,0.5465691,0.94123757,0.84720606,0.4834222,0.98028284,0.61197585,
0.7299113,0.7601561,1.2053411,1.043614,1.1300753,0.94711304,1.1256901,0.7807614,1.0121682,0.9534115,0.92369854,1.0743033,0.3751304,0.56129396,0.6092725,0.36322358,0.7701682,0.6273026,
0.6000766,0.28790018,0.7270372,0.5371343,1.0435141,0.9711657,1.308468,1.1073153,1.2381408,0.76013416,1.06485,0.84700406,0.71294695,0.6095636,0.67716706,0.7730524,1.1017549,0.92290324,
0.1802758,0.14704457,0.18586494,0.22908027,1.0028162,0.54830885,1.128489,0.8655823,1.2219436,0.96835303,0.8653701,0.74080247,0.79902416,0.7114274,1.0027633,0.37046617,1.0034955,0.6743473,
0.5389232,0.5345375,0.6328684,0.45528004,1.0262735,0.828138,1.141174,0.56605333,1.1688763,0.5030336,0.7217139,0.347482,0.7247535,0.6185057,0.6881734,0.2600307,1.2135417,0.20641164,
0.53090715,0.5124802,0.9003428,0.96311283,0.9533855,0.8730244,0.953995,1.2079988,1.0538384,1.0405908,0.58134377,0.23290686,0.65575475,0.72692364,0.86860394,0.27225962,0.9617667,0.6632189,
0.16004395,0.22927846,0.9893224,0.6466729,0.8912194,1.0194489,0.95134753,0.81053793,0.777421,1.2070141,0.93543714,0.47415143,0.69275135,0.77408713,0.590926,0.30933273,0.45993036,0.7523308,
0.109208204,0.20585492,0.9284165,1.0061496,0.84025794,0.90719974,1.0574054,1.0085884,1.092364,1.1929604,0.7539695,0.51517063,0.31271806,0.5750381,0.7651918,0.3688414,0.24815464,0.4259791,
0.10300535,0.11291496,0.75660634,0.6582042,0.81771004,0.9441024,1.3196048,1.0030606,1.0862021,1.146168,0.97192824,0.7786027,0.80094224,0.6085976,0.7470053,0.23479706,0.21402669,0.40273127,
0.09815403,0.17738298,0.47568205,0.61239016,0.86009616,0.6679622,1.1129657,1.1602633,1.3947592,1.3587137,1.2385468,1.1840823,1.0999873,0.38023636,0.5042182,0.35329908,0.5799434,0.58767736,
0.08564515,0.16119918,0.88647944,0.7440659,0.96276367,0.9973719,1.1250392,1.2612262,0.9005929,1.040049,0.975855,0.9757184,0.7257199,0.766303,0.32148072,0.31876844,0.2621904,0.4479217,
0.4748178,0.4038765,1.08102,0.80834186,1.1342573,1.2505912,1.1407244,1.0625658,0.9591412,0.9462758,0.98119247,0.69667834,0.69094473,0.61124045,0.62313676,0.3204375,0.08465847,0.1389469,
0.20232219,0.16344616,0.65688074,0.8836021,1.1955603,0.82941544,1.2965039,1.2616203,0.8830391,0.86943156,0.8678352,0.9849006,0.6701553,0.7849541,0.6031637,0.9184067,0.13513707,0.31812644,
0.15962644,0.21296151,1.0316286,1.1537334,0.82175255,0.77690816,0.93798536,1.1561813,1.1766102,1.0471065,1.0797645,0.90092766,0.8470047,0.73906183,0.791652,0.2859315,0.30972046,0.3419898,
0.22312777,0.37531775,0.93682057,1.1219589,1.148808,1.2026767,1.2832861,1.2856996,0.84713644,1.1276296,0.6904959,1.1633847,0.5454376,0.43076953,0.60978836,0.6193809,0.14350541,0.25540978,
0.07160595,0.20390935,0.88979477,0.6730565,1.0405525,1.1590643,1.0696957,1.4399556,0.850266,0.986976,0.88841826,0.6549513,0.8191158,0.525582,0.56627846,0.517714,0.88721424,0.9167994,
0.093376204,0.3338066,0.84896433,0.6473616,0.74782836,0.7550526,0.62762135,0.97565806,0.947894,1.3020922,0.5797766,0.78830874,0.6986697,0.5946271,0.72260225,0.3639077,0.6657587,1.2221187,
0.08777446,0.18687637,0.57293725,0.36784443,1.0703,1.0318239,0.90227413,1.1009254,0.75214183,1.1125811,0.59538126,0.76426524,0.68711185,0.752085,1.0127634,0.74794406,0.5242369,0.84257966,
0.5122699,0.27877498,1.1897511,0.939393,1.3459353,0.79753476,1.0226977,1.1646174,0.9240923,1.055178,1.0308815,1.3640797,0.7428524,0.60552096,0.52688533,0.1632868,0.29371414,0.25039503,
0.21693012,0.4944355,0.32853845,0.30313143,0.8209457,0.65471214,1.0793408,1.0125694,1.2691065,1.2666829,1.0132184,0.99450743,0.7522152,0.83829784,1.3377173,0.52853554,0.2342253,0.5423749,
0.6638302,0.48167738,0.76754653,0.75802344,0.9865477,1.1856116,0.89260465,0.928139,1.1929375,1.0141834,0.8238597,0.84777266,0.94839376,0.39395466,0.41676,0.55650944,0.34303772,0.41769475,
0.25549716,0.23325312,0.99019015,0.6575961,1.0641632,0.99108577,0.934725,1.3887913,1.1170489,1.2505951,1.1308308,0.8784192,0.71964604,0.6184744,0.8616357,0.4601053,0.5884653,0.23401736,
0.5056339,0.2239083,0.5771047,0.83451813,0.93230784,0.8027391,0.9538892,0.8947494,0.95554423,1.2025539,0.9236967,0.9840399,0.5997756,0.5519132,0.529147,0.46883973,0.33427992,0.28275973,
0.12725817,0.83741635,0.62610066,0.46957812,1.0650716,0.9911407,0.68739486,1.026745,0.58691907,1.2034973,0.7738787,1.3149809,0.63538355,0.78609496,1.1445869,0.7164512,0.29266155,0.42894453,
0.26031286,0.16531312,0.7413579,0.83369064,0.8098606,1.1476771,0.9611941,1.0479783,1.0556008,1.1078486,0.8880851,0.7755149,0.81913644,0.62509704,0.7492208,0.6779439,0.5499811,0.6747764,
0.43076733,0.6692066,0.97759706,0.8109051,1.0690644,0.9807133,1.0367697,0.98344576,0.96285766,1.094731,0.7480274,0.6649663,0.6628193,1.0354011,0.6875517,0.43257183,0.077993736,0.19473994,
0.49491012,0.41603318,0.5177274,0.61745346,1.0942597,0.96804005,0.9952005,1.0493146,0.7633359,1.3362464,1.2224017,1.1607585,0.42371228,0.2661112,0.43683106,0.6764892,0.28853658,0.334527,
0.752501,0.357168,0.4325056,0.4635249,1.0197307,1.2183137,0.9217029,1.1442873,0.91572285,1.1527431,1.0677961,0.8248235,0.6640761,0.25409713,0.7821686,0.53091383,0.35779786,0.3166837,
0.95236695,0.45521757,1.180929,0.7538352,1.0760616,1.4896045,0.99122816,1.1313715,0.9932637,1.3653189,1.2169651,0.9977071,0.6697218,0.32112747,0.8075897,0.52142406,0.4494242,0.4247783,
0.33067715,0.25117403,0.7718442,0.6940753,1.1810155,1.0341502,0.9548677,0.9344674,0.9630622,1.0595381,0.91040677,0.8583727,0.539201,0.27480972,0.8545327,0.5612648,0.36399573,0.2479436,
0.42021972,0.721478,0.13066474,0.22221796,0.74127096,0.66009676,0.8828258,0.9625252,1.1196849,0.8752274,0.7863892,0.9041958,0.8308557,0.6793741,0.6500476,0.38391724,0.5498417,0.4095677,
0.4303105,0.39353874,0.116600476,0.29842177,0.6946571,0.7090638,0.5264545,0.49028602,1.0035044,1.0841011,1.2758414,1.1750954,0.9619034,0.662827,1.1126286,0.8449374,0.6888621,0.8785589,
0.32009098,0.24772635,0.1674201,0.31123868,0.594692,1.0323918,1.0949169,1.186666,0.8803849,1.0278707,0.6335326,1.1146718,0.73273003,0.61277705,0.5794741,0.68914425,0.638412,0.993977,
0.66447365,0.47605276,0.5227648,0.4337477,1.0885317,1.0131297,0.88932437,1.0670342,1.0909669,1.2929298,1.0053619,0.91815954,1.2162069,0.6319084,0.4739308,0.6105643,0.28657132,0.40064663,
0.088160366,0.40073222,0.929239,0.85221285,0.79250497,1.067875,1.0178738,1.3512362,0.89790106,0.99331874,0.9460549,1.3079003,0.73466295,0.834254,0.8050321,0.9010235,0.07997039,0.13396955,
0.2679363,0.37374848,0.85785013,1.0520089,1.1627614,1.2575663,1.0120066,1.0797693,1.188261,0.9192471,1.0300106,1.0217307,0.7361733,0.46707103,0.7054803,0.33628312,0.39169243,0.6818944,
0.13667104,0.29701424,0.43888626,0.53998476,0.87574387,1.2060689,1.04945,1.13268,0.9446496,1.1225965,0.97488207,1.0706956,0.92435086,0.5222222,0.6936233,0.4654059,0.14997306,0.2792926,
0.34893298,0.42764625,0.782899,0.55946386,1.0993819,0.8956006,0.7813571,1.2446009,1.0640405,1.2003058,0.9156154,0.5443676,0.6146914,0.8345396,0.6146208,1.0061425,0.07634075,0.11632809,
0.30919504,0.4270149,1.1416833,0.8039476,0.65968615,0.57921386,1.2646874,1.0480632,1.0373667,0.8653956,0.73891413,0.40665463,0.6447349,0.59106034,0.65241724,0.25093004,0.30354926,0.1278209,
0.5161697,0.9353731,1.0792319,1.0923457,1.284844,1.2634854,0.81050223,0.9455501,0.9971465,1.1637346,0.64374167,0.14766532,0.9043467,0.3139991,0.89859295,0.21416135,0.5135207,0.48659042,
0.23279133,0.34856698,0.8935081,0.9633189,1.2667919,0.93426305,1.2304032,0.887556,0.96223557,0.8098305,0.8842057,0.7525805,0.4094848,0.40647152,0.8372226,0.47675613,0.1667735,0.3530373,
0.5792683,0.4650963,1.0607907,0.81932765,0.9888455,1.1975092,0.9496137,1.1853261,1.1098702,1.3215619,0.9834641,0.36835366,0.48826244,0.5918865,0.51438606,0.3080763,0.1507563,0.28028235,
0.07608496,0.101910375,1.0294131,1.1606468,1.008231,1.2397085,1.1242019,1.102437,1.0156648,1.0805937,1.0386596,0.7070484,0.74396175,0.4774646,0.4126898,0.314182,0.7168142,0.7408271,
0.17349422,0.26841486,0.36178467,0.72412586,0.42752305,0.38141677,1.0858867,1.1293942,0.9525721,1.2635216,0.6167792,0.93814546,0.8859392,0.806655,0.74140966,0.59042746,0.75006133,0.8716887,
0.26620346,0.443538,1.0671167,0.97281784,1.1107415,1.2557265,1.2086132,1.4036572,0.6365229,1.234043,1.1847506,0.814533,0.59907633,0.3585195,0.65282255,0.18929645,0.24132322,0.5411654,
0.1568811,0.37369958,0.8458677,0.778948,0.93367916,1.0778768,1.1915597,0.92836964,1.0738171,0.9266402,0.89321136,0.9398185,0.73574644,0.9032808,0.7326664,0.21597974,0.14467385,0.16674268,
0.71352977,0.45367193,0.97915787,0.7873869,0.94588184,1.2460004,0.7597199,1.1050842,1.1157085,1.0404767,0.9348561,0.5859825,0.6801629,0.6662136,0.6233027,0.40112346,0.38021374,0.6907143,
0.23004594,0.43859968,0.64505625,0.5649089,1.1672276,1.1007203,1.3374,0.8945898,0.82754266,1.132641,0.8712579,0.966225,0.7789681,0.66856176,0.5235911,0.5545104,0.122209825,0.13214183,
0.2883183,0.43184274,0.9894392,1.169745,0.91304016,1.2079349,1.2920758,1.0108774,0.987859,0.8300887,1.0265583,1.2842697,0.78521836,0.5717609,0.47023213,0.48609358,0.16247773,0.3680768,
0.12826964,0.26648182,1.0828931,1.0080721,1.1110066,1.0543456,1.0904098,1.224133,0.96472204,0.72944057,0.6407921,0.83842695,0.47075787,0.76361144,0.6839359,0.5015362,0.16445626,0.30999607,
0.42297176,0.254122,0.9766295,0.9207582,1.0107691,1.0025479,1.2792331,1.2788235,1.1244814,0.9447864,0.87361556,0.9229472,0.9209797,0.54461956,0.57811683,0.5050764,0.12020299,0.12072563,
0.16920581,0.22943808,0.661754,0.54755676,1.1109598,1.1367257,0.9528547,0.75458753,0.94739527,0.9427701,0.9038894,0.8648887,0.8572566,0.82462275,0.76885825,0.46157917,0.42898318,0.4894006,
0.848437,1.0162572,0.9995024,1.0855017,1.0607709,1.1825093,0.963846,1.1589069,0.9574095,1.3812411,0.8933823,0.7061989,1.0014943,0.50047195,0.4556076,0.4018792,0.17776108,0.56901103,
0.62831753,0.41886017,1.0237432,0.7889608,0.976393,1.0725487,1.1470731,0.98586,0.9332876,0.70839477,0.8142461,0.5734977,0.583193,0.59810627,0.3499494,0.3106328,0.11662672,0.16780815,
0.50578916,0.7617862,1.2359402,0.9057244,1.1044288,1.3980253,0.91420686,1.1541635,0.77580243,1.2297151,1.0659009,0.34477916,0.5475619,0.2935312,0.3777982,0.3814231,0.119032644,0.16221409,
1.1686696,0.9106706,0.9700438,0.9590085,1.3509035,1.1987036,1.1683704,1.0189276,1.0442371,1.3473784,0.7814041,0.90323335,0.85836375,0.26235312,0.27874047,0.46279696,0.12095717,0.20619936,
0.12634867,0.1843526,0.8369288,0.9897871,0.98763776,1.0883579,1.0025904,1.1052735,1.1471387,1.1656793,0.766703,0.71787214,0.77043986,0.8873861,0.8691186,0.22548994,0.49067253,0.30467114,
0.17267697,0.20143065,1.0388134,0.9625321,1.1106337,1.0402436,0.89979047,1.0689795,0.965869,0.7391423,0.80793977,0.8338523,0.41409582,0.67205495,0.5024448,0.4755224,0.46674806,0.6296079,
0.27527034,0.49031815,0.94161993,0.6637561,1.0686886,1.0480899,1.1274937,1.0940553,0.9124245,0.86598665,1.0487865,0.7097282,0.9110599,0.44666982,0.36173064,0.34757477,0.37026843,0.30947432,
0.086529315,0.14585844,0.91011316,0.9095322,1.0812151,0.9101993,0.9440769,0.8586483,0.948031,1.1829609,0.95830303,1.1281304,0.49209514,0.60226864,0.38206294,0.79812425,0.17667253,0.29819772,
0.12999661,0.18228745,0.53542006,0.26953965,1.0457534,0.74146914,1.1453582,1.1194949,0.92222136,1.0153296,0.9068939,0.7558351,0.69352555,0.5840459,0.5603266,0.5880634,0.5023087,0.53317773,
0.48755205,0.260615,0.97837114,0.46397406,1.1392614,1.1825525,0.89265937,0.85216385,0.7730897,1.0602099,0.9911278,0.49044734,0.6532561,0.36855742,0.24174787,0.7404692,0.2595045,0.14979327,
0.22284862,0.3416201,0.8673975,0.7519723,1.2800144,1.0768394,1.046489,0.94513565,0.8751055,0.9606343,1.2336017,1.0884916,0.55135834,0.7819733,0.74924135,0.21610177,0.39423627,0.6390613,
0.71892947,0.6204115,1.0478084,0.7037879,1.0349579,1.1368681,1.232479,1.2449104,0.90551215,1.4360932,0.90294343,0.7054092,0.6438105,0.34683016,0.4090601,0.735915,0.07332205,0.12451098,
0.12921475,0.20862235,0.2906076,0.14300005,0.6515761,0.44454947,1.1703942,0.9049683,1.0808334,1.1708593,1.036052,0.71206635,0.5582331,0.77196115,0.51761603,0.18789226,0.35279003,0.31287783,
0.6956597,0.52106553,1.0205531,0.6925209,1.2653246,0.89977515,1.2357781,1.0485582,0.7034057,0.941849,0.90627646,0.56640226,0.5947577,0.7949188,0.52246207,0.679206,0.13998528,0.1544537,
